"Species","Redlist_cat","Threatened","Country","scientificname","speciesKey","species","phylum","rank","status","botanical_countries_l3"
"Lathyrus japonicus Willd.","3","yes","Germany","Lathyrus japonicus Willd.",5356714,"Lathyrus japonicus","Tracheophyta","species","ACCEPTED","Germany"
"Lathyrus nissolia L.","3","yes","Germany","Lathyrus nissolia L.",5356542,"Lathyrus nissolia","Tracheophyta","species","ACCEPTED","Germany"
"Lathyrus palustris L.","3","yes","Germany","Lathyrus palustris L.",5356412,"Lathyrus palustris","Tracheophyta","species","ACCEPTED","Germany"
"Leersia oryzoides (L.) Sw.","3","yes","Germany","Leersia oryzoides (L.) Sw.",2702905,"Leersia oryzoides","Tracheophyta","species","ACCEPTED","Germany"
"Legousia hybrida (L.) Delarbre","2","yes","Germany","Legousia hybrida (L.) Delarbre",3158788,"Legousia hybrida","Tracheophyta","species","ACCEPTED","Germany"
"Legousia speculum-veneris (L.) Chaix","2","yes","Germany","Legousia speculum-veneris (L.) Chaix",8022456,"Legousia speculum-veneris","Tracheophyta","species","ACCEPTED","Germany"
"Leontodon incanus (L.) Schrank","3","yes","Germany","Leontodon incanus (L.) Schrank",3137493,"Leontodon incanus","Tracheophyta","species","ACCEPTED","Germany"
"Leontopodium alpinum Cass.","2","yes","Germany","Leontopodium alpinum Cass.",3140685,"Leontopodium nivale","Tracheophyta","species","SYNONYM","Germany"
"Leonurus cardiaca L.","2","yes","Germany","Leonurus cardiaca L.",5341389,"Leonurus cardiaca","Tracheophyta","species","ACCEPTED","Germany"
"Leonurus marrubiastrum L.","3","yes","Germany","Leonurus marrubiastrum L.",2927071,"Chaiturus marrubiastrum","Tracheophyta","species","SYNONYM","Germany"
"Lepidium coronopus (L.) Al-Shehbaz","3","yes","Germany","Lepidium coronopus (L.) Al-Shehbaz",5376627,"Lepidium coronopus","Tracheophyta","species","ACCEPTED","Germany"
"Leucanthemopsis alpina (L.) Heywood","2","yes","Germany","Leucanthemopsis alpina (L.) Heywood",3122039,"Leucanthemopsis alpina","Tracheophyta","species","ACCEPTED","Germany"
"Leucojum aestivum L.","3","yes","Germany","Leucojum aestivum L.",2860425,"Leucojum aestivum","Tracheophyta","species","ACCEPTED","Germany"
"Lilium bulbiferum L.","3","yes","Germany","Lilium bulbiferum L.",2753079,"Lilium bulbiferum","Tracheophyta","species","ACCEPTED","Germany"
"Limodorum abortivum (L.) Sw.","3","yes","Germany","Limodorum abortivum (L.) Sw.",5312179,"Limodorum abortivum","Tracheophyta","species","ACCEPTED","Germany"
"Limosella aquatica L.","3","yes","Germany","Limosella aquatica L.",3172211,"Limosella aquatica","Tracheophyta","species","ACCEPTED","Germany"
"Linaria arvensis (L.) Desf.","1","yes","Germany","Linaria arvensis (L.) Desf.",5562956,"Linaria arvensis","Tracheophyta","species","ACCEPTED","Germany"
"Lindernia procumbens (Krock.) Borbás","2","yes","Germany","Lindernia procumbens (Krock.) Borbás",3171882,"Lindernia procumbens","Tracheophyta","species","SYNONYM","Germany"
"Linnaea borealis L.","1","yes","Germany","Linnaea borealis L.",5334220,"Linnaea borealis","Tracheophyta","species","ACCEPTED","Germany"
"Linum flavum L.","2","yes","Germany","Linum flavum L.",7293238,"Linum flavum","Tracheophyta","species","ACCEPTED","Germany"
"Linum perenne agg.","3","yes","Germany","Linum perenne L.",2873878,"Linum perenne","Tracheophyta","species","ACCEPTED","Germany"
"Linum leonii F.W. Schultz","3","yes","Germany","Linum leonii F.W.Schultz",4048982,"Linum leonii","Tracheophyta","species","ACCEPTED","Germany"
"Linum perenne L.","2","yes","Germany","Linum perenne L.",2873878,"Linum perenne","Tracheophyta","species","ACCEPTED","Germany"
"Linum tenuifolium L.","3","yes","Germany","Linum tenuifolium L.",8069406,"Linum tenuifolium","Tracheophyta","species","ACCEPTED","Germany"
"Linum viscosum L.","2","yes","Germany","Linum viscosum L.",4049081,"Linum viscosum","Tracheophyta","species","ACCEPTED","Germany"
"Liparis loeselii (L.) Rich.","2","yes","Germany","Liparis loeselii (L.) Rich.",5323092,"Liparis loeselii","Tracheophyta","species","ACCEPTED","Germany"
"Listera cordata (L.) R. Br.","3","yes","Germany","Listera cordata (L.) R.Br.",2816213,"Neottia cordata","Tracheophyta","species","SYNONYM","Germany"
"Littorella uniflora (L.) Asch.","2","yes","Germany","Littorella uniflora (L.) Asch.",7382661,"Plantago uniflora","Tracheophyta","species","SYNONYM","Germany"
"Lobelia dortmanna L.","1","yes","Germany","Lobelia dortmanna L.",5408512,"Lobelia dortmanna","Tracheophyta","species","ACCEPTED","Germany"
"Lolium temulentum agg.","0","yes","Germany","Lolium temulentum L.",2706242,"Lolium temulentum","Tracheophyta","species","ACCEPTED","Germany"
"Lolium remotum Schrank","0","yes","Germany","Lolium remotum Schrank",2706236,"Lolium remotum","Tracheophyta","species","ACCEPTED","Germany"
"Lolium temulentum L.","0","yes","Germany","Lolium temulentum L.",2706242,"Lolium temulentum","Tracheophyta","species","ACCEPTED","Germany"
"Lotus maritimus L.","3","yes","Germany","Lotus maritimus L.",5356973,"Lotus maritimus","Tracheophyta","species","ACCEPTED","Germany"
"Ludwigia palustris (L.) Elliott","2","yes","Germany","Ludwigia palustris (L.) Elliott",5421025,"Ludwigia palustris","Tracheophyta","species","ACCEPTED","Germany"
"Luronium natans (L.) Raf.","2","yes","Germany","Luronium natans (L.) Raf.",2864775,"Luronium natans","Tracheophyta","species","ACCEPTED","Germany"
"Luzula congesta (Thuill.) Lej.","3","yes","Germany","Luzula congesta (Thuill.) Lej.",2700896,"Luzula congesta","Tracheophyta","species","ACCEPTED","Germany"
"Luzula pallescens Sw.","2","yes","Germany","Luzula pallescens Sw.",2700640,"Luzula pallescens","Tracheophyta","species","ACCEPTED","Germany"
"Luzula sudetica (Willd.) Schult.","3","yes","Germany","Luzula sudetica (Willd.) Schult.",2700802,"Luzula sudetica","Tracheophyta","species","ACCEPTED","Germany"
"Luzula nivea (L.) DC.","3","yes","Germany","Luzula nivea (L.) DC.",2700768,"Luzula nivea","Tracheophyta","species","ACCEPTED","Germany"
"Lycopodiella inundata (L.) Holub","3","yes","Germany","Lycopodiella inundata (L.) Holub",2688345,"Lycopodiella inundata","Tracheophyta","species","ACCEPTED","Germany"
"Lycopodium clavatum L.","3","yes","Germany","Lycopodium clavatum L.",2688393,"Lycopodium clavatum","Tracheophyta","species","ACCEPTED","Germany"
"Lycopus exaltatus L. f.","0","yes","Germany","Lycopus exaltatus L.f.",5605751,"Lycopus exaltatus","Tracheophyta","species","ACCEPTED","Germany"
"Lythrum hyssopifolia L.","2","yes","Germany","Lythrum hyssopifolia L.",3188747,"Lythrum hyssopifolia","Tracheophyta","species","ACCEPTED","Germany"
"Malaxis monophyllos (L.) Sw.","3","yes","Germany","Malaxis monophyllos (L.) Sw.",2808211,"Malaxis monophyllos","Tracheophyta","species","ACCEPTED","Germany"
"Malva pusilla Sm.","3","yes","Germany","Malva pusilla Sm.",3152372,"Malva pusilla","Tracheophyta","species","ACCEPTED","Germany"
"Malva thuringiaca (L.) Vis.","3","yes","Germany","Malva thuringiaca (L.) Vis.",3940423,"Malva thuringiaca","Tracheophyta","species","ACCEPTED","Germany"
"Marrubium peregrinum L.","1","yes","Germany","Marrubium peregrinum L.",3905970,"Marrubium peregrinum","Tracheophyta","species","ACCEPTED","Germany"
"Marrubium vulgare L.","1","yes","Germany","Marrubium vulgare L.",2927069,"Marrubium vulgare","Tracheophyta","species","ACCEPTED","Germany"
"Marsilea quadrifolia L.","1","yes","Germany","Marsilea quadrifolia L.",5274875,"Marsilea quadrifolia","Tracheophyta","species","ACCEPTED","Germany"
"Melampyrum arvense L.","3","yes","Germany","Melampyrum arvense L.",7331741,"Melampyrum arvense","Tracheophyta","species","ACCEPTED","Germany"
"Melampyrum cristatum L.","3","yes","Germany","Melampyrum cristatum L.",3725765,"Melampyrum cristatum","Tracheophyta","species","ACCEPTED","Germany"
"Melilotus dentatus (Waldst. & Kit.) Desf.","3","yes","Germany","Melilotus dentatus (Waldst. & Kit.) Desf.",8349589,"Melilotus dentatus","Tracheophyta","species","ACCEPTED","Germany"
"Melittis melissophyllum L.","3","yes","Germany","Melittis melissophyllum L.",8105693,"Melittis melissophyllum","Tracheophyta","species","ACCEPTED","Germany"
"Mentha pulegium L.","3","yes","Germany","Mentha pulegium L.",2927189,"Mentha pulegium","Tracheophyta","species","ACCEPTED","Germany"
"Menyanthes trifoliata L.","3","yes","Germany","Menyanthes trifoliata L.",5341511,"Menyanthes trifoliata","Tracheophyta","species","ACCEPTED","Germany"
"Mercurialis ovata Sternb. & Hoppe","3","yes","Germany","Mercurialis ovata Sternb. & Hoppe",3063010,"Mercurialis ovata","Tracheophyta","species","ACCEPTED","Germany"
"Mibora minima (L.) Desv.","2","yes","Germany","Mibora minima (L.) Desv.",2705682,"Mibora minima","Tracheophyta","species","ACCEPTED","Germany"
"Micropyrum tenellum (L.) Link","0","yes","Germany","Micropyrum tenellum (L.) Link",4118792,"Micropyrum tenellum","Tracheophyta","species","ACCEPTED","Germany"
"Minuartia hybrida (Vill.) Schischk.","3","yes","Germany","Minuartia hybrida (Vill.) Schischk.",5586962,"Sabulina tenuifolia","Tracheophyta","species","SYNONYM","Germany"
"Minuartia rubra (Scop.) McNeill","2","yes","Germany","Minuartia rubra (Scop.) McNeill",3812210,"Minuartia mucronata","Tracheophyta","species","SYNONYM","Germany"
"Minuartia setacea (Thuill.) Hayek","2","yes","Germany","Minuartia setacea (Thuill.) Hayek",7267480,"Minuartia setacea","Tracheophyta","species","ACCEPTED","Germany"
"Minuartia stricta (Sw.) Hiern","1","yes","Germany","Minuartia stricta (Sw.) Hiern",8028147,"Sabulina stricta","Tracheophyta","species","SYNONYM","Germany"
"Minuartia caespitosa (Willd.) Degen","3","yes","Germany","Minuartia caespitosa (Ehrh. ex Willd.) Degen",8074997,"Sabulina verna","Tracheophyta","species","SYNONYM","Germany"
"Minuartia verna (L.) Hiern","3","yes","Germany","Minuartia verna (L.) Hiern",8074997,"Sabulina verna","Tracheophyta","species","SYNONYM","Germany"
"Minuartia viscosa (Schreb.) Schinz & Thell.","1","yes","Germany","Minuartia viscosa (Schreb.) Schinz & Thell.",5586946,"Sabulina viscosa","Tracheophyta","species","SYNONYM","Germany"
"Misopates orontium (L.) Raf.","3","yes","Germany","Misopates orontium (L.) Raf.",3171145,"Misopates orontium","Tracheophyta","species","ACCEPTED","Germany"
"Moenchia erecta (L.) G. Gaertn. et al.","1","yes","Germany","Moenchia erecta (L.) G.Gaertn., G.Mey. & Scherb.",7841283,"Moenchia erecta","Tracheophyta","species","ACCEPTED","Germany"
"Moneses uniflora (L.) A. Gray","2","yes","Germany","Moneses uniflora (L.) A.Gray",2888298,"Moneses uniflora","Tracheophyta","species","ACCEPTED","Germany"
"Montia arvensis Wallr.","3","yes","Germany","Montia arvensis Wallr.",7357900,"Montia arvensis","Tracheophyta","species","ACCEPTED","Germany"
"Muscari botryoides (L.) Mill.","3","yes","Germany","Muscari botryoides (L.) Mill.",2772094,"Muscari botryoides","Tracheophyta","species","ACCEPTED","Germany"
"Muscari comosum (L.) Mill.","3","yes","Germany","Muscari comosum (L.) Mill.",2769172,"Leopoldia comosa","Tracheophyta","species","SYNONYM","Germany"
"Muscari neglectum Ten.","3","yes","Germany","Muscari neglectum Ten.",2772020,"Muscari neglectum","Tracheophyta","species","ACCEPTED","Germany"
"Muscari tenuiflorum Tausch","3","yes","Germany","Muscari tenuiflorum Tausch",2769247,"Leopoldia tenuiflora","Tracheophyta","species","SYNONYM","Germany"
"Myosotis rehsteineri (Hausm.) Reut.","1","yes","Germany","Myosotis rehsteineri (Hausm.) Wartm. ex Reut.",5660781,"Myosotis rehsteineri","Tracheophyta","species","DOUBTFUL","Germany"
"Myosotis sparsiflora Pohl","3","yes","Germany","Myosotis sparsiflora Pohl",7814874,"Myosotis sparsiflora","Tracheophyta","species","ACCEPTED","Germany"
"Myrica gale L.","3","yes","Germany","Myrica gale L.",5414202,"Myrica gale","Tracheophyta","species","ACCEPTED","Germany"
"Myricaria germanica (L.) Desv.","1","yes","Germany","Myricaria germanica (L.) Desv.",3612876,"Myricaria germanica","Tracheophyta","species","ACCEPTED","Germany"
"Myriophyllum alterniflorum DC.","2","yes","Germany","Myriophyllum alterniflorum DC.",5361773,"Myriophyllum alterniflorum","Tracheophyta","species","ACCEPTED","Germany"
"Najas flexilis (Willd.) Rostk. & W.L.E. Schmidt","0","yes","Germany","Najas flexilis (Willd.) Rostk. & W.L.E.Schmidt",5329315,"Najas flexilis","Tracheophyta","species","ACCEPTED","Germany"
"Najas minor All.","3","yes","Germany","Najas minor All.",5329434,"Najas minor","Tracheophyta","species","ACCEPTED","Germany"
"Narcissus radiiflorus Salisb.","1","yes","Germany","Narcissus radiiflorus Salisb.",2858581,"Narcissus poeticus","Tracheophyta","species","SYNONYM","Germany"
"Narcissus pseudonarcissus L.","3","yes","Germany","Narcissus pseudonarcissus L.",2858244,"Narcissus pseudonarcissus","Tracheophyta","species","ACCEPTED","Germany"
"Narthecium ossifragum (L.) Huds.","3","yes","Germany","Narthecium ossifragum (L.) Huds.",5602614,"Narthecium ossifragum","Tracheophyta","species","ACCEPTED","Germany"
"Nepeta cataria L.","3","yes","Germany","Nepeta cataria L.",5341499,"Nepeta cataria","Tracheophyta","species","ACCEPTED","Germany"
"Nepeta nuda L.","2","yes","Germany","Nepeta nuda L.",7309059,"Nepeta nuda","Tracheophyta","species","ACCEPTED","Germany"
"Neslia paniculata (L.) Desv.","3","yes","Germany","Neslia paniculata (L.) Desv.",9040863,"Neslia paniculata","Tracheophyta","species","ACCEPTED","Germany"
"Nigella arvensis L.","1","yes","Germany","Nigella arvensis L.",7278276,"Nigella arvensis","Tracheophyta","species","ACCEPTED","Germany"
"Nigritella miniata (Crantz) Janch.","2","yes","Germany","Nigritella miniata (Crantz) Janch.",2840596,"Gymnadenia miniata","Tracheophyta","species","SYNONYM","Germany"
"Nigritella widderi Teppner & E. Klein","2","yes","Germany","Nigritella widderi Teppner & E.Klein",2840457,"Gymnadenia widderi","Tracheophyta","species","SYNONYM","Germany"
"Noccaea montana (L.) F.K. Mey.","3","yes","Germany","Noccaea montana (L.) F.K.Mey.",3045261,"Noccaea fendleri","Tracheophyta","species","SYNONYM","Germany"
"Nonea erecta Bernh.","3","yes","Germany","Nonea erecta Bernh.",7294644,"Nonea pulla","Tracheophyta","species","SYNONYM","Germany"
"Nuphar pumila (Timm) DC.","1","yes","Germany","Nuphar pumila (Timm) DC.",6435002,"Nuphar pumila","Tracheophyta","species","ACCEPTED","Germany"
"Nymphaea candida J. Presl & C. Presl","2","yes","Germany","Nymphaea candida C.Presl",7410966,"Nymphaea candida","Tracheophyta","species","ACCEPTED","Germany"
"Nymphoides peltata (S.G. Gmel.) Kuntze","3","yes","Germany","Nymphoides peltata (S.G.Gmel.) Kuntze",8810827,"Nymphoides peltata","Tracheophyta","species","ACCEPTED","Germany"
"Odontites luteus (L.) Clairv.","3","yes","Germany","Odontites luteus (L.) Clairv.",7855120,"Odontites luteus","Tracheophyta","species","ACCEPTED","Germany"
"Odontites litoralis (Fr.) Fr.","2","yes","Germany","Odontites litoralis (Fr.) Fr.",7911410,"Odontites litoralis","Tracheophyta","species","ACCEPTED","Germany"
"Odontites litoralis subsp. litoralis","2","yes","Germany","Odontites litoralis (Fr.) Fr.",7911410,"Odontites litoralis","Tracheophyta","species","ACCEPTED","Germany"
"Odontites vernus (Bellardi) Dumort.","3","yes","Germany","Odontites vernus (Bellardi) Dumort.",8971475,"Odontites vernus","Tracheophyta","species","ACCEPTED","Germany"
"Oenanthe conioides Lange","1","yes","Germany","Oenanthe conioides Lange",7443268,"Oenanthe conioides","Tracheophyta","species","ACCEPTED","Germany"
"Oenanthe fluviatilis (Bab.) Coleman","0","yes","Germany","Oenanthe fluviatilis (Bab.) Coleman",5540419,"Oenanthe fluviatilis","Tracheophyta","species","ACCEPTED","Germany"
"Oenanthe fistulosa L.","3","yes","Germany","Oenanthe fistulosa L.",5371890,"Oenanthe fistulosa","Tracheophyta","species","ACCEPTED","Germany"
"Oenanthe lachenalii C.C. Gmel.","3","yes","Germany","Oenanthe lachenalii C.C.Gmel.",5540332,"Oenanthe lachenalii","Tracheophyta","species","ACCEPTED","Germany"
"Oenanthe peucedanifolia Pollich","2","yes","Germany","Oenanthe peucedanifolia Pollich",5540247,"Oenanthe peucedanifolia","Tracheophyta","species","ACCEPTED","Germany"
"Oenanthe silaifolia M. Bieb.","0","yes","Germany","Oenanthe silaifolia M.Bieb.",6027222,"Oenanthe silaifolia","Tracheophyta","species","ACCEPTED","Germany"
"Omphalodes scorpioides (Haenke) Schrank","2","yes","Germany","Omphalodes scorpioides (Haenke) Schrank",9151187,"Memoremea scorpioides","Tracheophyta","species","SYNONYM","Germany"
"Onobrychis viciifolia agg.","3","yes","Germany","Onobrychis viciifolia Scop.",2972595,"Onobrychis viciifolia","Tracheophyta","species","ACCEPTED","Germany"
"Onobrychis arenaria (Kit.) DC.","3","yes","Germany","Onobrychis arenaria (Kit.) DC.",2972841,"Onobrychis arenaria","Tracheophyta","species","ACCEPTED","Germany"
"Onobrychis montana DC.","2","yes","Germany","Onobrychis montana DC.",2972610,"Onobrychis montana","Tracheophyta","species","ACCEPTED","Germany"
"Ononis natrix L.","0","yes","Germany","Ononis natrix L.",2977234,"Ononis natrix","Tracheophyta","species","ACCEPTED","Germany"
"Ononis foetens All.","1","yes","Germany","Ononis foetens All.",2977149,"Ononis spinosa","Tracheophyta","species","SYNONYM","Germany"
"Onosma arenaria Waldst. & Kit.","1","yes","Germany","Onosma arenarium Waldst. & Kit.",7294529,"Onosma arenarium","Tracheophyta","species","ACCEPTED","Germany"
"Ophioglossum vulgatum L.","3","yes","Germany","Ophioglossum vulgatum L.",2650133,"Ophioglossum vulgatum","Tracheophyta","species","ACCEPTED","Germany"
"Ophrys holoserica (Burm. f.) Greuter","3","yes","Germany","Ophrys holoserica (Burm.f.) Greuter",2792998,"Ophrys apifera","Tracheophyta","species","SYNONYM","Germany"
"Ophrys insectifera L.","3","yes","Germany","Ophrys insectifera L.",2792588,"Ophrys insectifera","Tracheophyta","species","ACCEPTED","Germany"
"Ophrys sphegodes agg.","2","yes","Germany","Ophrys sphegodes Mill.",2793334,"Ophrys sphegodes","Tracheophyta","species","ACCEPTED","Germany"
"Ophrys araneola Rchb.","2","yes","Germany","Ophrys araneola Rchb.",2793334,"Ophrys sphegodes","Tracheophyta","species","SYNONYM","Germany"
"Ophrys sphegodes Mill.","2","yes","Germany","Ophrys sphegodes Mill.",2793334,"Ophrys sphegodes","Tracheophyta","species","ACCEPTED","Germany"
"Orchis anthropophora (L.) All.","3","yes","Germany","Orchis anthropophora (L.) All.",2849624,"Orchis anthropophora","Tracheophyta","species","ACCEPTED","Germany"
