"Species","Redlist_cat","Threatened","Country"
"Dianthus gratianopolitanus","EN","yes","Czech Republic"
"Dianthus lumnitzeri","VU","yes","Czech Republic"
"Dianthus moravicus","EN","yes","Czech Republic"
"Dianthus superbus","EN","yes","Czech Republic"
"Dianthus superbus subsp. alpestris","EN","yes","Czech Republic"
"Dianthus superbus subsp. superbus","EN","yes","Czech Republic"
"Dianthus sylvaticus","VU","yes","Czech Republic"
"Diphasiastrum alpinum","EN","yes","Czech Republic"
"Diphasiastrum complanatum","EN","yes","Czech Republic"
"Diphasiastrum issleri","EN","yes","Czech Republic"
"Diphasiastrum oellgaardii","EN","yes","Czech Republic"
"Diphasiastrum tristachyum","CR","yes","Czech Republic"
"Diphasiastrum zeilleri","EN","yes","Czech Republic"
"Draba muralis","EN","yes","Czech Republic"
"Draba nemorosa","CR","yes","Czech Republic"
"Dracocephalum austriacum","EN","yes","Czech Republic"
"Drosera anglica","EN","yes","Czech Republic"
"Drosera intermedia","CR","yes","Czech Republic"
"Drosera rotundifolia","VU","yes","Czech Republic"
"Drymocallis rupestris","EN","yes","Czech Republic"
"Dryopteris cambrensis","EN","yes","Czech Republic"
"Dryopteris cristata","VU","yes","Czech Republic"
"Dryopteris remota","CR","yes","Czech Republic"
"Echinops ritro","RE","yes","Czech Republic"
"Echinops ritro subsp. ruthenicus","RE","yes","Czech Republic"
"Echium maculatum","EN","yes","Czech Republic"
"Elatine alsinastrum","CR","yes","Czech Republic"
"Elatine hexandra","EN","yes","Czech Republic"
"Elatine orthosperma","EN","yes","Czech Republic"
"Eleocharis quinqueflora","CR","yes","Czech Republic"
"Eleocharis uniglumis","VU","yes","Czech Republic"
"Eleocharis uniglumis subsp. sterneri","RE","yes","Czech Republic"
"Eleocharis uniglumis subsp. uniglumis","VU","yes","Czech Republic"
"Epilobium alsinifolium","VU","yes","Czech Republic"
"Epilobium anagallidifolium","EN","yes","Czech Republic"
"Epilobium lanceolatum","RE","yes","Czech Republic"
"Epilobium nutans","EN","yes","Czech Republic"
"Epipactis albensis","EN","yes","Czech Republic"
"Epipactis distans","EN","yes","Czech Republic"
"Epipactis futakii","CR","yes","Czech Republic"
"Epipactis greuteri","VU","yes","Czech Republic"
"Epipactis leptochila","CR","yes","Czech Republic"
"Epipactis leutei","EN","yes","Czech Republic"
"Epipactis microphylla","EN","yes","Czech Republic"
"Epipactis moravica","EN","yes","Czech Republic"
"Epipactis muelleri","VU","yes","Czech Republic"
"Epipactis neglecta","CR","yes","Czech Republic"
"Epipactis palustris","VU","yes","Czech Republic"
"Epipactis pontica","CR","yes","Czech Republic"
"Epipactis pseudopurpurata","CR","yes","Czech Republic"
"Epipactis tallosii","EN","yes","Czech Republic"
"Epipactis voethii","VU","yes","Czech Republic"
"Epipogium aphyllum","EN","yes","Czech Republic"
"Equisetum hyemale","EN","yes","Czech Republic"
"Equisetum moorei","EN","yes","Czech Republic"
"Equisetum ramosissimum","VU","yes","Czech Republic"
"Equisetum variegatum","EN","yes","Czech Republic"
"Erica tetralix","VU","yes","Czech Republic"
"Erigeron angulosus","RE","yes","Czech Republic"
"Erigeron podolicus","EN","yes","Czech Republic"
"Eriophorum gracile","CR","yes","Czech Republic"
"Eriophorum latifolium","EN","yes","Czech Republic"
"Eryngium planum","CR","yes","Czech Republic"
"Erysimum repandum","CR","yes","Czech Republic"
"Euclidium syriacum","RE","yes","Czech Republic"
"Euphorbia angulata","VU","yes","Czech Republic"
"Euphorbia falcata","VU","yes","Czech Republic"
"Euphorbia illirica","VU","yes","Czech Republic"
"Euphorbia lucida","EN","yes","Czech Republic"
"Euphorbia palustris","VU","yes","Czech Republic"
"Euphorbia salicifolia","EN","yes","Czech Republic"
"Euphorbia seguieriana","EN","yes","Czech Republic"
"Euphorbia seguieriana subsp. minor","EN","yes","Czech Republic"
"Euphorbia seguieriana subsp. seguieriana","EN","yes","Czech Republic"
"Euphrasia corcontica","RE","yes","Czech Republic"
"Euphrasia frigida","CR","yes","Czech Republic"
"Euphrasia micrantha","CR","yes","Czech Republic"
"Euphrasia nemorosa var. nemorosa","VU","yes","Czech Republic"
"Euphrasia officinalis subsp. picta","CR","yes","Czech Republic"
"Euphrasia slovaca","CR","yes","Czech Republic"
"Euphrasia stricta subsp. tatarica","EN","yes","Czech Republic"
"Festuca albensis","CR","yes","Czech Republic"
"Festuca amethystina","EN","yes","Czech Republic"
"Festuca drymeja","EN","yes","Czech Republic"
"Festuca psammophila","EN","yes","Czech Republic"
"Festuca psammophila subsp. dominii","EN","yes","Czech Republic"
"Festuca psammophila subsp. psammophila","EN","yes","Czech Republic"
"Festuca pulchra","VU","yes","Czech Republic"
"Festuca supina","VU","yes","Czech Republic"
"Festuca versicolor","EN","yes","Czech Republic"
"Festuca versicolor subsp. versicolor","EN","yes","Czech Republic"
"Filago lutescens","EN","yes","Czech Republic"
"Filago vulgaris","CR","yes","Czech Republic"
"Fumana procumbens","EN","yes","Czech Republic"
"Gagea bohemica","VU","yes","Czech Republic"
"Gagea bohemica subsp. bohemica","VU","yes","Czech Republic"
"Gagea bohemica subsp. saxatilis","CR","yes","Czech Republic"
"Gagea pusilla","VU","yes","Czech Republic"
"Gagea villosa","VU","yes","Czech Republic"
"Galatella cana","RE","yes","Czech Republic"
"Galium austriacum","EN","yes","Czech Republic"
"Galium boreale subsp. exoletum","VU","yes","Czech Republic"
"Galium sudeticum","VU","yes","Czech Republic"
"Galium tricornutum","CR","yes","Czech Republic"
"Gentiana acaulis","RE","yes","Czech Republic"
"Gentiana cruciata","EN","yes","Czech Republic"
"Gentiana cruciata subsp. cruciata","EN","yes","Czech Republic"
"Gentiana pannonica","EN","yes","Czech Republic"
"Gentiana pneumonanthe","EN","yes","Czech Republic"
"Gentiana punctata","EN","yes","Czech Republic"
"Gentiana verna","EN","yes","Czech Republic"
"Gentiana verna subsp. verna","EN","yes","Czech Republic"
"Gentianella amarella","CR","yes","Czech Republic"
"Gentianella amarella subsp. amarella","CR","yes","Czech Republic"
"Gentianella amarella subsp. lingulata","CR","yes","Czech Republic"
"Gentianella campestris","CR","yes","Czech Republic"
"Gentianella campestris subsp. baltica","CR","yes","Czech Republic"
"Gentianella campestris subsp. campestris","RE","yes","Czech Republic"
"Gentianella campestris subsp. suecica","RE","yes","Czech Republic"
"Gentianella germanica","RE","yes","Czech Republic"
"Gentianella germanica subsp. solstitialis","RE","yes","Czech Republic"
"Gentianella lutescens","CR","yes","Czech Republic"
"Gentianella lutescens subsp. carpatica","CR","yes","Czech Republic"
"Gentianella lutescens subsp. lutescens","CR","yes","Czech Republic"
"Gentianella obtusifolia","CR","yes","Czech Republic"
"Gentianella obtusifolia subsp. sturmiana","CR","yes","Czech Republic"
"Gentianella praecox","CR","yes","Czech Republic"
"Gentianella praecox subsp. bohemica","CR","yes","Czech Republic"
"Gentianella praecox subsp. praecox","RE","yes","Czech Republic"
"Gentianopsis ciliata","VU","yes","Czech Republic"
"Geranium bohemicum","RE","yes","Czech Republic"
"Geranium divaricatum","EN","yes","Czech Republic"
"Geranium lucidum","RE","yes","Czech Republic"
"Geum montanum","VU","yes","Czech Republic"
"Gladiolus imbricatus","VU","yes","Czech Republic"
"Gladiolus palustris","EN","yes","Czech Republic"
"Glaucium corniculatum","CR","yes","Czech Republic"
"Glaux maritima","CR","yes","Czech Republic"
"Gnaphalium supinum","VU","yes","Czech Republic"
"Goodyera repens","CR","yes","Czech Republic"
"Gratiola officinalis","EN","yes","Czech Republic"
"Groenlandia densa","CR","yes","Czech Republic"
"Gymnadenia conopsea","EN","yes","Czech Republic"
"Gymnadenia densiflora","EN","yes","Czech Republic"
"Gymnadenia odoratissima","RE","yes","Czech Republic"
"Gypsophila fastigiata","EN","yes","Czech Republic"
"Gypsophila fastigiata subsp. arenaria","EN","yes","Czech Republic"
"Gypsophila fastigiata subsp. fastigiata","EN","yes","Czech Republic"
"Gypsophila paniculata","EN","yes","Czech Republic"
"Hackelia deflexa","VU","yes","Czech Republic"
"Hammarbya paludosa","EN","yes","Czech Republic"
"Hedysarum hedysaroides","EN","yes","Czech Republic"
"Helianthemum canum","VU","yes","Czech Republic"
"Helianthemum canum subsp. canum","VU","yes","Czech Republic"
"Helianthemum grandiflorum subsp. grandiflorum","VU","yes","Czech Republic"
"Helianthemum rupifragum","RE","yes","Czech Republic"
"Helictochloa planiculmis","EN","yes","Czech Republic"
"Helictotrichon desertorum","VU","yes","Czech Republic"
"Helictotrichon desertorum subsp. basalticum","VU","yes","Czech Republic"
"Helichrysum arenarium","EN","yes","Czech Republic"
"Heliotropium europaeum","CR","yes","Czech Republic"
"Herminium monorchis","RE","yes","Czech Republic"
"Herniaria hirsuta","CR","yes","Czech Republic"
"Hesperis tristis","VU","yes","Czech Republic"
"Hibiscus trionum","CR","yes","Czech Republic"
"Hieracium albinum","CR","yes","Czech Republic"
"Hieracium alpinum","EN","yes","Czech Republic"
"Hieracium apiculatum","EN","yes","Czech Republic"
"Hieracium asperulum","CR","yes","Czech Republic"
"Hieracium atratum","VU","yes","Czech Republic"
"Hieracium corconticum","CR","yes","Czech Republic"
"Hieracium decipiens","VU","yes","Czech Republic"
"Hieracium engleri","CR","yes","Czech Republic"
"Hieracium fritzei","EN","yes","Czech Republic"
"Hieracium glandulosodentatum","EN","yes","Czech Republic"
"Hieracium grabowskianum","CR","yes","Czech Republic"
"Hieracium hypochoeroides","EN","yes","Czech Republic"
"Hieracium chlorocephalum","CR","yes","Czech Republic"
"Hieracium chrysostyloides","CR","yes","Czech Republic"
"Hieracium inuloides","CR","yes","Czech Republic"
"Hieracium melanocephalum","EN","yes","Czech Republic"
"Hieracium moravicum","CR","yes","Czech Republic"
"Hieracium nigrescens","EN","yes","Czech Republic"
"Hieracium nigritum","EN","yes","Czech Republic"
"Hieracium nigrostylum","CR","yes","Czech Republic"
"Hieracium nivimontis","CR","yes","Czech Republic"
"Hieracium obscuratum","CR","yes","Czech Republic"
"Hieracium pedunculare","CR","yes","Czech Republic"
"Hieracium prenanthoides","EN","yes","Czech Republic"
"Hieracium pseudalbinum","CR","yes","Czech Republic"
"Hieracium purkynei","EX","yes","Czech Republic"
"Hieracium riphaeum","CR","yes","Czech Republic"
"Hieracium rohlenae","EN","yes","Czech Republic"
"Hieracium saxifragum","EN","yes","Czech Republic"
"Hieracium schneiderianum","EN","yes","Czech Republic"
"Hieracium schustleri","CR","yes","Czech Republic"
"Hieracium silesiacum","CR","yes","Czech Republic"
"Hieracium stygium","EN","yes","Czech Republic"
"Hieracium sudeticum","VU","yes","Czech Republic"
"Hieracium sudetotubulosum","EN","yes","Czech Republic"
"Hieracium uechtritzianum","EN","yes","Czech Republic"
"Hieracium villosum","CR","yes","Czech Republic"
"Hieracium wimmeri","EN","yes","Czech Republic"
"Hierochloe odorata","CR","yes","Czech Republic"
"Hierochloe repens","CR","yes","Czech Republic"
"Himantoglossum adriaticum","CR","yes","Czech Republic"
"Himantoglossum caprinum","RE","yes","Czech Republic"
"Hippocrepis comosa","EN","yes","Czech Republic"
"Hippuris vulgaris","EN","yes","Czech Republic"
"Hydrocotyle vulgaris","VU","yes","Czech Republic"
"Hydrocharis morsus-ranae","VU","yes","Czech Republic"
"Hymenophyllum tunbrigense","RE","yes","Czech Republic"
"Hyoscyamus niger","VU","yes","Czech Republic"
"Hyoscyamus niger var. niger","VU","yes","Czech Republic"
"Hypericum dubium","CR","yes","Czech Republic"
"Hypericum elegans","EN","yes","Czech Republic"
"Hypericum pulchrum","CR","yes","Czech Republic"
"Hypochaeris glabra","CR","yes","Czech Republic"
"Hypochaeris maculata","VU","yes","Czech Republic"
"Chamaecytisus albus","EN","yes","Czech Republic"
"Chenopodium chenopodioides","EN","yes","Czech Republic"
"Chenopodium murale","CR","yes","Czech Republic"
"Chenopodium opulifolium","VU","yes","Czech Republic"
"Chenopodium urbicum","CR","yes","Czech Republic"
"Chenopodium vulvaria","EN","yes","Czech Republic"
"Chimaphila umbellata","CR","yes","Czech Republic"
"Chondrilla juncea","VU","yes","Czech Republic"
"Illecebrum verticillatum","CR","yes","Czech Republic"
"Inula germanica","EN","yes","Czech Republic"
"Inula salicina subsp. aspera","RE","yes","Czech Republic"
"Iris aphylla","VU","yes","Czech Republic"
"Iris aphylla subsp. aphylla","VU","yes","Czech Republic"
"Iris arenaria","EN","yes","Czech Republic"
"Iris graminea","VU","yes","Czech Republic"
"Iris pumila","VU","yes","Czech Republic"
"Iris pumila subsp. pumila","VU","yes","Czech Republic"
"Iris sibirica","VU","yes","Czech Republic"
"Iris spuria","RE","yes","Czech Republic"
"Iris spuria subsp. spuria","RE","yes","Czech Republic"
"Iris variegata","VU","yes","Czech Republic"
"Isoetes echinospora","CR","yes","Czech Republic"
"Isoetes lacustris","CR","yes","Czech Republic"
"Jovibarba globifera subsp. hirta","VU","yes","Czech Republic"
"Juncus alpinoarticulatus","VU","yes","Czech Republic"
"Juncus atratus","CR","yes","Czech Republic"
"Juncus capitatus","CR","yes","Czech Republic"
"Juncus gerardii","CR","yes","Czech Republic"
"Juncus sphaerocarpus","EN","yes","Czech Republic"
"Juncus subnodulosus","EN","yes","Czech Republic"
"Juncus tenageia","EN","yes","Czech Republic"
"Juncus trifidus","VU","yes","Czech Republic"
"Juniperus communis subsp. nana","EN","yes","Czech Republic"
"Jurinea cyanoides","CR","yes","Czech Republic"
"Jurinea mollis","VU","yes","Czech Republic"
"Kickxia elatine","EN","yes","Czech Republic"
"Kickxia elatine subsp. elatine","EN","yes","Czech Republic"
"Kickxia spuria","EN","yes","Czech Republic"
"Kickxia spuria subsp. spuria","EN","yes","Czech Republic"
"Klasea lycopifolia","EN","yes","Czech Republic"
"Knautia arvensis subsp. pseudolongifolia","CR","yes","Czech Republic"
"Koeleria glauca","CR","yes","Czech Republic"
"Lactuca saligna","CR","yes","Czech Republic"
"Lappula semicincta","CR","yes","Czech Republic"
"Laserpitium archangelica","EN","yes","Czech Republic"
"Laserpitium prutenicum","VU","yes","Czech Republic"
"Laserpitium prutenicum subsp. prutenicum","VU","yes","Czech Republic"
"Laser trilobum","VU","yes","Czech Republic"
"Lathyrus heterophyllus","EN","yes","Czech Republic"
"Lathyrus palustris","EN","yes","Czech Republic"
"Lathyrus pannonicus","EN","yes","Czech Republic"
"Lathyrus pannonicus subsp. collinus","EN","yes","Czech Republic"
"Lathyrus pannonicus subsp. pannonicus","CR","yes","Czech Republic"
"Lathyrus pisiformis","CR","yes","Czech Republic"
"Leontodon saxatilis","CR","yes","Czech Republic"
"Leontodon saxatilis subsp. saxatilis","CR","yes","Czech Republic"
"Leonurus marrubiastrum","EN","yes","Czech Republic"
"Lepidium coronopus","EN","yes","Czech Republic"
"Leucanthemum margaritae","VU","yes","Czech Republic"
"Leucojum aestivum","EN","yes","Czech Republic"
"Leucojum aestivum subsp. aestivum","EN","yes","Czech Republic"
"Ligularia sibirica","CR","yes","Czech Republic"
"Lilium bulbiferum var. bulbiferum","VU","yes","Czech Republic"
"Limodorum abortivum","CR","yes","Czech Republic"
"Linaria arvensis","RE","yes","Czech Republic"
"Lindernia procumbens","CR","yes","Czech Republic"
"Linnaea borealis","RE","yes","Czech Republic"
"Linum flavum","VU","yes","Czech Republic"
"Linum hirsutum","EN","yes","Czech Republic"
"Linum hirsutum subsp. hirsutum","EN","yes","Czech Republic"
"Linum perenne","RE","yes","Czech Republic"
"Linum perenne subsp. perenne","RE","yes","Czech Republic"
"Liparis loeselii","EN","yes","Czech Republic"
"Listera cordata","EN","yes","Czech Republic"
"Lithospermum officinale","VU","yes","Czech Republic"
"Littorella uniflora","CR","yes","Czech Republic"
"Lolium remotum","RE","yes","Czech Republic"
"Lolium temulentum","RE","yes","Czech Republic"
"Lotus borbasii","VU","yes","Czech Republic"
"Luronium natans","CR","yes","Czech Republic"
"Luzula spicata","CR","yes","Czech Republic"
"Lycopodiella inundata","EN","yes","Czech Republic"
"Lycopus exaltatus","EN","yes","Czech Republic"
"Lythrum hyssopifolia","VU","yes","Czech Republic"
"Lythrum virgatum","EN","yes","Czech Republic"
"Malaxis monophyllos","EN","yes","Czech Republic"
"Malva pusilla","EN","yes","Czech Republic"
"Marrubium peregrinum","CR","yes","Czech Republic"
"Marrubium vulgare","CR","yes","Czech Republic"
"Medicago monspeliaca","EN","yes","Czech Republic"
"Medicago prostrata","EN","yes","Czech Republic"
"Melampyrum arvense","VU","yes","Czech Republic"
"Melampyrum cristatum","VU","yes","Czech Republic"
"Melampyrum cristatum var. cristatum","VU","yes","Czech Republic"
"Melampyrum cristatum var. solstitiale","EN","yes","Czech Republic"
"Melampyrum nemorosum var. praecox","EN","yes","Czech Republic"
"Melampyrum subalpinum","VU","yes","Czech Republic"
"Melilotus altissimus","VU","yes","Czech Republic"
"Melilotus dentatus","EN","yes","Czech Republic"
"Mentha pulegium","CR","yes","Czech Republic"
"Mercurialis ovata","VU","yes","Czech Republic"
"Minuartia caespitosa","EN","yes","Czech Republic"
"Minuartia corcontica","EN","yes","Czech Republic"
"Minuartia rubra","EN","yes","Czech Republic"
"Minuartia smejkalii","EN","yes","Czech Republic"
"Minuartia viscosa","RE","yes","Czech Republic"
"Misopates orontium","EN","yes","Czech Republic"
"Moehringia muscosa","RE","yes","Czech Republic"
"Moenchia erecta","RE","yes","Czech Republic"
"Moneses uniflora","EN","yes","Czech Republic"
"Monotropa hypophegea","EN","yes","Czech Republic"
"Monotropa hypopitys","VU","yes","Czech Republic"
"Montia arvensis","CR","yes","Czech Republic"
"Montia fontana","EN","yes","Czech Republic"
"Montia fontana nothosubsp. variabilis","EN","yes","Czech Republic"
"Montia fontana subsp. amporitana","EN","yes","Czech Republic"
"Montia fontana subsp. fontana","EN","yes","Czech Republic"
"Muscari neglectum","VU","yes","Czech Republic"
"Muscari tenuiflorum","VU","yes","Czech Republic"
"Myosotis stenophylla","EN","yes","Czech Republic"
"Myricaria germanica","CR","yes","Czech Republic"
"Myriophyllum alterniflorum","VU","yes","Czech Republic"
"Myriophyllum verticillatum","VU","yes","Czech Republic"
"Najas minor","VU","yes","Czech Republic"
"Narthecium ossifragum","RE","yes","Czech Republic"
"Nasturtium microphyllum","EN","yes","Czech Republic"
"Nasturtium officinale","VU","yes","Czech Republic"
"Nepeta nuda","VU","yes","Czech Republic"
"Nepeta nuda subsp. nuda","VU","yes","Czech Republic"
"Nigella arvensis","CR","yes","Czech Republic"
"Notholaena marantae","EN","yes","Czech Republic"
"Nuphar pumila","CR","yes","Czech Republic"
"Nymphaea alba","CR","yes","Czech Republic"
"Nymphaea candida","EN","yes","Czech Republic"
"Nymphoides peltata","EN","yes","Czech Republic"
"Odontites luteus","VU","yes","Czech Republic"
"Odontites vernus subsp. vernus","EN","yes","Czech Republic"
"Oenanthe fistulosa","RE","yes","Czech Republic"
"Oenanthe silaifolia","RE","yes","Czech Republic"
"Oenanthe silaifolia subsp. silaifolia","RE","yes","Czech Republic"
"Ononis arvensis","VU","yes","Czech Republic"
"Onosma arenaria","CR","yes","Czech Republic"
"Ophioglossum vulgatum","VU","yes","Czech Republic"
"Ophrys apifera","EN","yes","Czech Republic"
"Ophrys holoserica","CR","yes","Czech Republic"
"Ophrys holoserica subsp. holubyana","CR","yes","Czech Republic"
"Ophrys insectifera","EN","yes","Czech Republic"
"Orchis coriophora","RE","yes","Czech Republic"
"Orchis coriophora subsp. coriophora","RE","yes","Czech Republic"
"Orchis mascula","EN","yes","Czech Republic"
"Orchis mascula subsp. mascula","CR","yes","Czech Republic"
"Orchis mascula subsp. speciosa","EN","yes","Czech Republic"
"Orchis militaris","EN","yes","Czech Republic"
"Orchis morio","CR","yes","Czech Republic"
"Orchis morio subsp. morio","CR","yes","Czech Republic"
