"Species","Redlist_cat","Threatened","Country","scientificname","speciesKey","species","phylum","rank","status"
"Bellardiochloa variegata (Lam.) Kerguélen","VU","yes","Slovakia","Bellardiochloa variegata (Lam.) Kerguélen",4138686,"Bellardiochloa variegata","Tracheophyta","species","ACCEPTED"
"Betula nana L.","RE","yes","Slovakia","Betula nana L.",5332004,"Betula nana","Tracheophyta","species","ACCEPTED"
"Bifora radians M. Bieb.","CR","yes","Slovakia","Bifora radians M.Bieb.",5371870,"Bifora radians","Tracheophyta","species","ACCEPTED"
"Blackstonia acuminata (W. D. J. Koch et Ziz) Domin (syn. B.perfoliata subsp. serotina (W. D. J. Koch ex Rchb.) Vollm.)","EN","yes","Slovakia","Blackstonia acuminata (Koch & Ziz) Domin",3841866,"Blackstonia acuminata","Tracheophyta","species","ACCEPTED"
"Bolboschoenus yagara (Ohwi) Y. C. Yang et M. Zhan","CR","yes","Slovakia","Bolboschoenus yagara (Ohwi) Y.C.Yang & M.Zhan",2718302,"Bolboschoenus yagara","Tracheophyta","species","ACCEPTED"
"Bombycilaena erecta (L.) Smoljan.","CR","yes","Slovakia","Bombycilaena erecta (L.) Smoljan.",3088395,"Bombycilaena erecta","Tracheophyta","species","ACCEPTED"
"Botrychium matricariifolium (A. Braun ex Döll) W. D. J. Koch","CR","yes","Slovakia","Botrychium matricariifolium (Döll) A.Braun ex Koch",9225633,"Botrychium matricariifolium","Tracheophyta","species","ACCEPTED"
"Botrychium multifidum (S. S. Gmel.) Rupr. (syn. Sceptridiummultifidum (S. G. Gmel.) Tagawa)","CR","yes","Slovakia","Botrychium multifidum var. multifidum",7321468,"Sceptridium multifidum","Tracheophyta","variety","SYNONYM"
"Botrychium virginianum (L.) Sw. (syn. Botrypus virginianus(L.) Holub)","RE","yes","Slovakia","Botrychium virginianum f. virginianum",7851429,"Botrypus virginianus","Tracheophyta","form","SYNONYM"
"Brassica elongata Ehrh. subsp. elongata","RE","yes","Slovakia","Brassica elongata subsp. elongata",3042888,"Brassica elongata","Tracheophyta","subspecies","ACCEPTED"
"Bromus secalinus L. subsp. secalinus","EN","yes","Slovakia","Bromus secalinus var. secalinus",2703717,"Bromus secalinus","Tracheophyta","variety","SYNONYM"
"Bupleurum praealtum L.","EN","yes","Slovakia","Bupleurum praealtum L.",6026972,"Bupleurum praealtum","Tracheophyta","species","ACCEPTED"
"Bupleurum rotundifolium L.","EN","yes","Slovakia","Bupleurum rotundifolium L.",3034554,"Bupleurum rotundifolium","Tracheophyta","species","ACCEPTED"
"Bupleurum tenuissimum L.","VU","yes","Slovakia","Bupleurum tenuissimum L.",3635987,"Bupleurum tenuissimum","Tracheophyta","species","ACCEPTED"
"Calla palustris L.","VU","yes","Slovakia","Calla palustris L.",2869101,"Calla palustris","Tracheophyta","species","ACCEPTED"
"Callitriche hamulata W. D. J. Koch","VU","yes","Slovakia","Callitriche hamulata Koch",8402883,"Callitriche brutia","Tracheophyta","species","SYNONYM"
"Camelina alyssum (Mill.) Thell. subsp. alyssum","RE","yes","Slovakia","Camelina alyssum subsp. alyssum",3042399,"Camelina alyssum","Tracheophyta","subspecies","ACCEPTED"
"Camelina alyssum subsp. integerrima (Čelak.) Smejkal","RE","yes","Slovakia","Camelina alyssum subsp. integerrima (Celak.) Smejkal",3042399,"Camelina alyssum","Tracheophyta","subspecies","ACCEPTED"
"Camelina rumelica Velen.","CR","yes","Slovakia","Camelina rumelica Velen.",3042439,"Camelina rumelica","Tracheophyta","species","ACCEPTED"
"Camelina sativa (L.) Crantz subsp. sativa","CR","yes","Slovakia","Camelina sativa subsp. sativa",9073641,"Camelina sativa","Tracheophyta","subspecies","SYNONYM"
"Camelina sativa subsp. zingeri (Mirek) Smejkal","RE","yes","Slovakia","Camelina sativa subsp. zingeri (Mirek) Smejkal",9073641,"Camelina sativa","Tracheophyta","subspecies","SYNONYM"
"Campanula macrostachya Waldst. et Kit. ex Willd.","EN","yes","Slovakia","Campanula macrostachya Waldst. & Kit. ex Willd.",5410451,"Campanula macrostachya","Tracheophyta","species","ACCEPTED"
"Campanula rapunculus L.","EN","yes","Slovakia","Campanula rapunculus L.",5411920,"Campanula rapunculus","Tracheophyta","species","ACCEPTED"
"Camphorosma annua Pall.","CR","yes","Slovakia","Camphorosma annua Pall.",3759849,"Camphorosma annua","Tracheophyta","species","ACCEPTED"
"Cardamine dentata Schult.","VU","yes","Slovakia","Cardamine dentata Schult.",3045858,"Cardamine dentata","Tracheophyta","species","ACCEPTED"
"Cardamine parviflora L.","EN","yes","Slovakia","Cardamine parviflora L.",3046092,"Cardamine parviflora","Tracheophyta","species","ACCEPTED"
"Carduus lobulatus Borbás","CR","yes","Slovakia","Carduus lobulatus Borbás",3114585,"Carduus lobulatus","Tracheophyta","species","ACCEPTED"
"Carex appropinquata Schum.","VU","yes","Slovakia","Carex appropinquata Schumach.",2727917,"Carex appropinquata","Tracheophyta","species","ACCEPTED"
"Carex atrofusca Schkuhr","VU","yes","Slovakia","Carex atrofusca Schkuhr",2722359,"Carex atrofusca","Tracheophyta","species","ACCEPTED"
"Carex brevicollis DC.","VU","yes","Slovakia","Carex brevicollis DC.",2724832,"Carex brevicollis","Tracheophyta","species","ACCEPTED"
"Carex buxbaumii Wahlenb.","CR","yes","Slovakia","Carex buxbaumii Wahlenb.",2724284,"Carex buxbaumii","Tracheophyta","species","ACCEPTED"
"Carex chordorrhiza L. f.","CR","yes","Slovakia","Carex chordorrhiza L.f.",2728174,"Carex chordorrhiza","Tracheophyta","species","ACCEPTED"
"Carex diandra Schrank","VU","yes","Slovakia","Carex diandra Schrank",2723156,"Carex diandra","Tracheophyta","species","ACCEPTED"
"Carex dioica L. subsp. dioica","VU","yes","Slovakia","Carex dioica L.",2728870,"Carex dioica","Tracheophyta","species","ACCEPTED"
"Carex divisa Huds.","EN","yes","Slovakia","Carex divisa Huds.",2723410,"Carex divisa","Tracheophyta","species","ACCEPTED"
"Carex ericetorum Pollich","VU","yes","Slovakia","Carex ericetorum Pollich",2729081,"Carex ericetorum","Tracheophyta","species","ACCEPTED"
"Carex fritschii Waisb.","EN","yes","Slovakia","Carex fritschii Waisb.",2727811,"Carex fritschii","Tracheophyta","species","ACCEPTED"
"Carex halleriana Asso","CR","yes","Slovakia","Carex halleriana Asso",2723055,"Carex halleriana","Tracheophyta","species","ACCEPTED"
"Carex hostiana DC.","VU","yes","Slovakia","Carex hostiana DC.",2728963,"Carex hostiana","Tracheophyta","species","ACCEPTED"
"Carex lasiocarpa Ehrh.","VU","yes","Slovakia","Carex lasiocarpa Ehrh.",2728531,"Carex lasiocarpa","Tracheophyta","species","ACCEPTED"
"Carex limosa L.","EN","yes","Slovakia","Carex limosa L.",2725881,"Carex limosa","Tracheophyta","species","ACCEPTED"
"Carex liparocarpos Gaudin subsp. liparicarpos","CR","yes","Slovakia","Carex liparocarpos subsp. liparocarpos",2724226,"Carex liparocarpos","Tracheophyta","subspecies","ACCEPTED"
"Carex magellanica subsp. irrigua (Wahlenb.) Hiitonen","CR","yes","Slovakia","Carex magellanica subsp. irrigua (Wahlenb.) Hiitonen",2726416,"Carex magellanica","Tracheophyta","subspecies","ACCEPTED"
"Carex parviflora Host","VU","yes","Slovakia","Carex parviflora Host",2724590,"Carex parviflora","Tracheophyta","species","ACCEPTED"
"Carex pauciflora Lightf.","EN","yes","Slovakia","Carex pauciflora Lightf.",2727907,"Carex pauciflora","Tracheophyta","species","ACCEPTED"
"Carex pulicaris L.","EN","yes","Slovakia","Carex pulicaris L.",2726956,"Carex pulicaris","Tracheophyta","species","ACCEPTED"
"Carex pyrenaica Wahlenb.","RE","yes","Slovakia","Carex pyrenaica Wahlenb.",2723403,"Carex pyrenaica","Tracheophyta","species","ACCEPTED"
"Carex rhizina Lindb. (syn. C. pediformis subsp. rhizodes(Blytt) H. Lindb.)","VU","yes","Slovakia","Carex rhizina Blytt ex Lindblom",2724253,"Carex rhizina","Tracheophyta","species","ACCEPTED"
"Carex secalina Willd. ex Wahlenb.","EN","yes","Slovakia","Carex secalina Willd. ex Wahlenb.",2727875,"Carex secalina","Tracheophyta","species","ACCEPTED"
"Carex strigosa Huds.","VU","yes","Slovakia","Carex strigosa Huds.",2723315,"Carex strigosa","Tracheophyta","species","ACCEPTED"
"Carex umbrosa Host","VU","yes","Slovakia","Carex umbrosa Host",2729177,"Carex umbrosa","Tracheophyta","species","ACCEPTED"
"Carex vaginata Tausch","CR","yes","Slovakia","Carex vaginata Tausch",2725816,"Carex vaginata","Tracheophyta","species","ACCEPTED"
"Carthamus lanatus L.","CR","yes","Slovakia","Carthamus lanatus L.",3138230,"Carthamus lanatus","Tracheophyta","species","ACCEPTED"
"Centaurea solstitialis L. (syn. Calcitrapa solstitialis (L.) Lam.subsp. solstitialis)","CR","yes","Slovakia","Centaurea solstitialis subsp. solstitialis",3128888,"Centaurea solstitialis","Tracheophyta","subspecies","ACCEPTED"
"Centaurium littorale subsp. compressum (Hayne) Kirschner","EN","yes","Slovakia","Centaurium littorale subsp. compressum (Hayne) Kirschner",5414469,"Centaurium littorale","Tracheophyta","subspecies","ACCEPTED"
"Centunculus minimus L.","CR","yes","Slovakia","Centunculus minimus L.",7939955,"Lysimachia minima","Tracheophyta","species","SYNONYM"
"Cerastium alpinum L.","CR(PE)","yes","Slovakia","Cerastium alpinum L.",3085450,"Cerastium alpinum","Tracheophyta","species","ACCEPTED"
"Cerastium latifolium L. (syn. C. carinthiacum auct. non Vest)","VU","yes","Slovakia","Cerastium latifolium L.",6363949,"Cerastium latifolium","Tracheophyta","species","ACCEPTED"
"Cerastium subtetrandrum (Lange) Murb.","EN","yes","Slovakia","Cerastium subtetrandrum (Lange) Murb.",3807718,"Cerastium subtetrandrum","Tracheophyta","species","ACCEPTED"
"Cerastium uniflorum Clairv.","VU","yes","Slovakia","Cerastium uniflorum Clairv.",8092175,"Cerastium uniflorum","Tracheophyta","species","ACCEPTED"
"Ceratocephala falcata (L.) Pers.","RE","yes","Slovakia","Ceratocephala falcata (L.) Pers.",5371698,"Ceratocephala falcata","Tracheophyta","species","ACCEPTED"
"Ceratocephala testiculata (Crantz) Besser (syn. C. orthocerasDC.)","CR","yes","Slovakia","Ceratocephala testiculata (Crantz) Roth",5371697,"Ceratocephala orthoceras","Tracheophyta","species","SYNONYM"
"Chenopodium chenopodioides (L.) Aellen","EN","yes","Slovakia","Chenopodium chenopodioides (L.) Aellen",8117283,"Oxybasis chenopodioides","Tracheophyta","species","SYNONYM"
"Chenopodium foliosum Asch.","CR","yes","Slovakia","Chenopodium foliosum (Moench) Asch.",5383969,"Blitum virgatum","Tracheophyta","species","SYNONYM"
"Chenopodium urbicum L.","VU","yes","Slovakia","Chenopodium urbicum L.",7418706,"Oxybasis urbica","Tracheophyta","species","SYNONYM"
"Chimaphila umbellata (L.) W. P. C. Barton","EN","yes","Slovakia","Chimaphila umbellata (L.) W.P.C.Barton",2888307,"Chimaphila umbellata","Tracheophyta","species","ACCEPTED"
"Chrysopogon gryllus (L.) Trin.","VU","yes","Slovakia","Chrysopogon gryllus (L.) Trin.",5674318,"Chrysopogon gryllus","Tracheophyta","species","ACCEPTED"
"Cicuta virosa L.","VU","yes","Slovakia","Cicuta virosa L.",5371864,"Cicuta virosa","Tracheophyta","species","ACCEPTED"
"Cirsium brachycephalum Jur.","VU","yes","Slovakia","Cirsium brachycephalum Jur.",3113465,"Cirsium brachycephalum","Tracheophyta","species","ACCEPTED"
"Cirsium waldsteinii Rouy","VU","yes","Slovakia","Cirsium waldsteinii Rouy",3113612,"Cirsium waldsteinii","Tracheophyta","species","ACCEPTED"
"Cladium mariscus (L.) Pohl","EN","yes","Slovakia","Cladium mariscus (L.) Pohl",2731327,"Cladium mariscus","Tracheophyta","species","ACCEPTED"
"Cochlearia pyrenaica DC.","CR","yes","Slovakia","Cochlearia pyrenaica DC.",5373255,"Cochlearia pyrenaica","Tracheophyta","species","ACCEPTED"
"Colchicum arenarium Waldst. et Kit.","CR","yes","Slovakia","Colchicum arenarium Waldst. & Kit.",2739933,"Colchicum arenarium","Tracheophyta","species","ACCEPTED"
"Coleanthus subtilis (Tratt.) Seidl","RE","yes","Slovakia","Coleanthus subtilis (Tratt.) Seidl",2706035,"Coleanthus subtilis","Tracheophyta","species","SYNONYM"
"Comarum palustre L.","VU","yes","Slovakia","Comarum palustre L.",3020532,"Comarum palustre","Tracheophyta","species","ACCEPTED"
"Conringia austriaca (Jacq.) Sweet","CR","yes","Slovakia","Conringia austriaca (Jacq.) Sweet",3040923,"Conringia austriaca","Tracheophyta","species","ACCEPTED"
"Conringia orientalis (L.) Dumort.","CR","yes","Slovakia","Conringia orientalis (L.) Dumort.",3040913,"Conringia orientalis","Tracheophyta","species","ACCEPTED"
"Convolvulus cantabrica L.","EN","yes","Slovakia","Convolvulus cantabrica L.",3681277,"Convolvulus cantabrica","Tracheophyta","species","ACCEPTED"
"Corispermum nitidum Kit. ex Schult.","EN","yes","Slovakia","Corispermum nitidum Kit. ex Schult.",3083973,"Corispermum nitidum","Tracheophyta","species","ACCEPTED"
"Coronopus squamatus (Forssk.) Asch.","EN","yes","Slovakia","Coronopus squamatus (Forssk.) Asch.",5376627,"Lepidium coronopus","Tracheophyta","species","SYNONYM"
"Corrigiola littoralis L.","RE","yes","Slovakia","Corrigiola littoralis Thunb., 1794",5576551,"Corrigiola littoralis","Tracheophyta","species","ACCEPTED"
"Corydalis capnoides (L.) Pers.","VU","yes","Slovakia","Corydalis capnoides (L.) Pers.",5334213,"Corydalis capnoides","Tracheophyta","species","ACCEPTED"
"Cotinus coggygria Scop.","VU","yes","Slovakia","Cotinus coggygria Scop.",3190522,"Cotinus coggygria","Tracheophyta","species","ACCEPTED"
"Crambe tataria Sebeók","EN","yes","Slovakia","Crambe tataria Sebeók",5373485,"Crambe tataria","Tracheophyta","species","ACCEPTED"
"Crataegus lindmanii Hrabětová","EN","yes","Slovakia","Crataegus lindmanii Hrabetová",9047268,"Crataegus rhipidophylla","Tracheophyta","species","SYNONYM"
"Crepis pannonica (Jacq.) K. Koch","CR","yes","Slovakia","Crepis pannonica (Jacq.) K.Koch",9480824,"Crepis pannonica","Tracheophyta","species","SYNONYM"
"Crepis sibirica L.","EN","yes","Slovakia","Crepis sibirica L.",5403660,"Crepis sibirica","Tracheophyta","species","ACCEPTED"
"Crupina vulgaris Cass.","EN","yes","Slovakia","Crupina vulgaris (Pers.) Cass.",3149965,"Crupina vulgaris","Tracheophyta","species","ACCEPTED"
"Crypsis aculeata (L.) Aiton","CR","yes","Slovakia","Crypsis aculeata (L.) Aiton",9379326,"Sporobolus aculeatus","Tracheophyta","species","SYNONYM"
"Cryptogramma crispa (L.) R. Br. ex Hook.","VU","yes","Slovakia","Cryptogramma crispa (L.) R.Br. ex Hook.",8386948,"Cryptogramma crispa","Tracheophyta","species","ACCEPTED"
"Cuscuta epilinum Weihe ex Boenn.","RE","yes","Slovakia","Cuscuta epilinum Weihe ex Boenn., 1824",11073337,"Cuscuta epilinum","Tracheophyta","species","DOUBTFUL"
"Cuscuta lupuliformis Krock. (syn. Monogynella lupuliformis(Krock.) Hadač et Chrtek)","VU","yes","Slovakia","Cuscuta lupuliformis var. lupuliformis",3678256,"Cuscuta lupuliformis","Tracheophyta","variety","ACCEPTED"
"Cyperus flavescens L. (syn. Pycreus flavescens (L.) Rchb.)","CR","yes","Slovakia","Cyperus flavescens subsp. flavescens",2730906,"Cyperus flavescens","Tracheophyta","subspecies","ACCEPTED"
"Cyperus glomeratus L. (syn. Chlorocyperus glomeratus (L.)Palla)","CR","yes","Slovakia","Cyperus glomeratus L.",2715054,"Cyperus glomeratus","Tracheophyta","species","ACCEPTED"
"Cyperus michelianus L. (syn. Dichostylis micheliana (L.)Nees)","EN","yes","Slovakia","Cyperus michelianus subsp. michelianus",2714056,"Cyperus michelianus","Tracheophyta","subspecies","ACCEPTED"
"Cyperus pannonicus Jacq. (syn. Acorellus pannonicus (Jacq.)Palla)","RE","yes","Slovakia","Cyperus pannonicus Jacq.",2716707,"Cyperus pannonicus","Tracheophyta","species","ACCEPTED"
"Dactylorhiza cruenta (O. F. Müll.) Soó","CR(PE)","yes","Slovakia","Dactylorhiza cruenta (O.F.Müll.) Soó",8248593,"Dactylorhiza incarnata","Tracheophyta","species","SYNONYM"
"Dactylorhiza ericetorum (E. F. Linton) Aver.","CR","yes","Slovakia","Dactylorhiza ericetorum (E.F.Linton) Aver.",8179794,"Dactylorhiza maculata","Tracheophyta","species","SYNONYM"
"Dactylorhiza incarnata subsp. haematodes (Rchb.) Soó","EN","yes","Slovakia","Dactylorhiza incarnata subsp. haematodes (Rchb.) Soó",8248593,"Dactylorhiza incarnata","Tracheophyta","subspecies","SYNONYM"
"Dactylorhiza incarnata subsp. pulchella (Druce) Soó","VU","yes","Slovakia","Dactylorhiza incarnata subsp. pulchella (Druce) Soó",8248593,"Dactylorhiza incarnata","Tracheophyta","subspecies","ACCEPTED"
"Dactylorhiza maculata (L.) Soó subsp. maculata","EN","yes","Slovakia","Dactylorhiza maculata subsp. maculata",8179794,"Dactylorhiza maculata","Tracheophyta","subspecies","ACCEPTED"
"Dactylorhiza maculata subsp. elodes (Griseb.) Soó","CR","yes","Slovakia","Dactylorhiza maculata subsp. elodes (Griseb.) Soó",8179794,"Dactylorhiza maculata","Tracheophyta","subspecies","ACCEPTED"
"Dactylorhiza maculata subsp. transsilvanica (Schur) Soó","CR","yes","Slovakia","Dactylorhiza maculata subsp. transsilvanica (Schur) Soó",8179794,"Dactylorhiza maculata","Tracheophyta","subspecies","ACCEPTED"
"Dactylorhiza ochroleuca (Boll) Holub","CR","yes","Slovakia","Dactylorhiza ochroleuca (Wüstnei ex Boll) Holub",8248593,"Dactylorhiza incarnata","Tracheophyta","species","SYNONYM"
"Dactylorhiza ruthei  (M. Schule ex Ruthe) Soó","CR","yes","Slovakia","Dactylorhiza ×ruthei (M.Schulze ex Ruthe) Soó",9333951,"Dactylorhiza kerneri","Tracheophyta","species","SYNONYM"
"Daphne arbuscula Čelak.","VU","yes","Slovakia","Daphne arbuscula Celak.",7311463,"Daphne arbuscula","Tracheophyta","species","ACCEPTED"
"Daphne cneorum L.","VU","yes","Slovakia","Daphne cneorum L.",7150059,"Daphne cneorum","Tracheophyta","species","ACCEPTED"
"Dianthus barbatus subsp. compactus (Kit.) Heuff.","VU","yes","Slovakia","Dianthus barbatus subsp. compactus (Kit.) Heuff.",3085421,"Dianthus barbatus","Tracheophyta","subspecies","ACCEPTED"
"Dianthus collinus subsp. glabriusculus (Kit.) Thaisz","EN","yes","Slovakia","Dianthus collinus subsp. glabriusculus (Kit.) Thaisz",7267745,"Dianthus collinus","Tracheophyta","subspecies","ACCEPTED"
"Dianthus praecox subsp. pseudopraecox (Novák) Kmeťová","VU","yes","Slovakia","Dianthus praecox subsp. pseudopraecox (Novák) Kmet'ová",9498332,"Dianthus praecox","Tracheophyta","subspecies","ACCEPTED"
"Dianthus serotinus Waldst. et Kit.","VU","yes","Slovakia","Dianthus serotinus Waldst. & Kit.",3808372,"Dianthus serotinus","Tracheophyta","species","ACCEPTED"
"Dianthus superbus L. subsp. superbus","VU","yes","Slovakia","Dianthus superbus subsp. superbus",6363496,"Dianthus superbus","Tracheophyta","subspecies","ACCEPTED"
"Diphasiastrum complanatum (L.) Holub","VU","yes","Slovakia","Diphasiastrum complanatum (L.) Holub",2688424,"Diphasiastrum complanatum","Tracheophyta","species","ACCEPTED"
"Diphasiastrum issleri (Rouy) Holub","RE","yes","Slovakia","Diphasiastrum issleri (Rouy) Holub",2688438,"Diphasiastrum issleri","Tracheophyta","species","ACCEPTED"
"Doronicum hungaricum Rchb. f.","EN","yes","Slovakia","Doronicum hungaricum Rchb.fil.",3143026,"Doronicum hungaricum","Tracheophyta","species","ACCEPTED"
"Draba aizoides subsp. beckeri (A. Kern.) Hörandl etGutermann","EN","yes","Slovakia","Draba aizoides subsp. beckeri (A.Kern.) Hörandl & Gutermann",3049799,"Draba aizoides","Tracheophyta","subspecies","ACCEPTED"
"Draba fladnizensis Wulfen","VU","yes","Slovakia","Draba fladnizensis Wulfen",3049571,"Draba fladnizensis","Tracheophyta","species","ACCEPTED"
"Draba lasiocarpa subsp. klasterskyi (Chrtek) Chrtek","VU","yes","Slovakia","Draba lasiocarpa subsp. klasterskyi (Chrtek) Chrtek",3049553,"Draba lasiocarpa","Tracheophyta","subspecies","SYNONYM"
